name,position,team,element,team_id,position_id,GW,value,minutes,goals_scored,assists,clean_sheets,goals_conceded,saves,bps,bonus,yellow_cards,red_cards,penalties_saved,penalties_missed,total_points,was_home,opponent_team,fixture_id,team_h_score,team_a_score,kickoff_time,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,roll3_total_points,roll3_minutes,roll3_goals_scored,roll3_assists,roll3_clean_sheets,roll3_bps,avg_points_last3,avg_minutes_last3,goals_last3,std_points_last3,avg_points_last5,avg_minutes_last5,goals_last5,std_points_last5,ema_points
Welbeck,FWD,BHA,178,6,4,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,163,0,0,2025-12-20T15:00:00Z,1150,1160,1090,1110,1210,1210,1.3333333333333333,40.333333333333336,0.0,0.0,0.0,2.0,1.3333333333333333,40.333333333333336,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,1.375
Welbeck,FWD,BHA,178,6,4,18,61,15,0,0,0,0,0,3,0,0,0,0,0,1,0.0,0.0,171,2,1,2025-12-27T15:00:00Z,1145,1195,1110,1160,1180,1230,1.0,32.666666666666664,0.0,0.0,0.0,2.3333333333333335,1.0,32.666666666666664,0.0,1.0,1.2,37.0,0.0,0.8366600265340756,0.6875
Welbeck,FWD,BHA,178,6,4,19,61,82,1,0,0,2,0,6,0,1,0,0,1,3,0.0,0.0,190,2,2,2025-12-30T19:30:00Z,1145,1195,1110,1160,1180,1230,0.6666666666666666,7.666666666666667,0.0,0.0,0.0,2.0,0.6666666666666666,7.666666666666667,0.0,0.5773502691896258,1.0,27.2,0.0,0.7071067811865475,0.84375
Welbeck,FWD,BHA,178,6,4,20,61,19,0,0,0,0,0,3,0,0,0,0,0,1,0.0,0.0,193,2,0,2026-01-03T15:00:00Z,1145,1195,1110,1160,1180,1230,1.3333333333333333,32.333333333333336,0.3333333333333333,0.0,0.0,3.0,1.3333333333333333,32.333333333333336,1.0,1.5275252316519468,1.4,39.0,1.0,1.140175425099138,1.921875
Ferguson,FWD,BHA,179,6,4,13,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,127,0,2,2025-11-30T14:05:00Z,1150,1160,1090,1110,1210,1210,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,38.666666666666664,1.0,1.1547005383792517,1.2,24.8,1.0,1.0954451150103321,1.4609375
Ferguson,FWD,BHA,179,6,4,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,133,3,4,2025-12-03T19:30:00Z,1150,1160,1090,1110,1210,1210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferguson,FWD,BHA,179,6,4,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,143,1,1,2025-12-07T14:00:00Z,1150,1160,1090,1110,1210,1210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferguson,FWD,BHA,179,6,4,16,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,156,2,0,2025-12-13T15:00:00Z,1150,1160,1090,1110,1210,1210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferguson,FWD,BHA,179,6,4,17,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,163,0,0,2025-12-20T15:00:00Z,1150,1160,1090,1110,1210,1210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferguson,FWD,BHA,179,6,4,18,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,171,2,1,2025-12-27T15:00:00Z,1145,1195,1110,1160,1180,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferguson,FWD,BHA,179,6,4,19,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,190,2,2,2025-12-30T19:30:00Z,1145,1195,1110,1160,1180,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferguson,FWD,BHA,179,6,4,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,193,2,0,2026-01-03T15:00:00Z,1145,1195,1110,1160,1180,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tzimas,FWD,BHA,180,6,4,13,53,25,1,0,0,0,0,27,0,0,0,0,0,5,0.0,0.0,127,0,2,2025-11-30T14:05:00Z,1150,1160,1090,1110,1210,1210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tzimas,FWD,BHA,180,6,4,14,53,23,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,133,3,4,2025-12-03T19:30:00Z,1150,1160,1090,1110,1210,1210,5.0,25.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Tzimas,FWD,BHA,180,6,4,15,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,143,1,1,2025-12-07T14:00:00Z,1150,1160,1090,1110,1210,1210,3.0,24.0,0.5,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Tzimas,FWD,BHA,180,6,4,16,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,156,2,0,2025-12-13T15:00:00Z,1150,1160,1090,1110,1210,1210,2.0,16.0,0.3333333333333333,0.0,0.0,9.0,2.0,16.0,1.0,2.6457513110645907,0.0,0.0,0.0,0.0,1.5
Tzimas,FWD,BHA,180,6,4,17,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,163,0,0,2025-12-20T15:00:00Z,1150,1160,1090,1110,1210,1210,0.3333333333333333,7.666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,7.666666666666667,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.75
Tzimas,FWD,BHA,180,6,4,18,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,171,2,1,2025-12-27T15:00:00Z,1145,1195,1110,1160,1180,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,9.6,1.0,2.16794833886788,0.375
Tzimas,FWD,BHA,180,6,4,19,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,190,2,2,2025-12-30T19:30:00Z,1145,1195,1110,1160,1180,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.6,0.0,0.44721359549995837,0.1875
Tzimas,FWD,BHA,180,6,4,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,193,2,0,2026-01-03T15:00:00Z,1145,1195,1110,1160,1180,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375
Kostoulas,FWD,BHA,181,6,4,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,127,0,2,2025-11-30T14:05:00Z,1150,1160,1090,1110,1210,1210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875
Kostoulas,FWD,BHA,181,6,4,14,48,13,0,0,0,1,0,14,0,0,0,0,0,1,0.0,0.0,133,3,4,2025-12-03T19:30:00Z,1150,1160,1090,1110,1210,1210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kostoulas,FWD,BHA,181,6,4,15,48,18,0,0,0,1,0,2,0,0,0,0,0,1,0.0,0.0,143,1,1,2025-12-07T14:00:00Z,1150,1160,1090,1110,1210,1210,0.5,6.5,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Kostoulas,FWD,BHA,181,6,4,16,48,8,0,0,0,0,0,4,0,0,0,0,0,1,0.0,0.0,156,2,0,2025-12-13T15:00:00Z,1150,1160,1090,1110,1210,1210,0.6666666666666666,10.333333333333334,0.0,0.0,0.0,5.333333333333333,0.6666666666666666,10.333333333333334,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.75
Kostoulas,FWD,BHA,181,6,4,17,48,19,0,0,0,0,0,5,0,0,0,0,0,1,0.0,0.0,163,0,0,2025-12-20T15:00:00Z,1150,1160,1090,1110,1210,1210,1.0,13.0,0.0,0.0,0.0,6.666666666666667,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
Kostoulas,FWD,BHA,181,6,4,18,48,3,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,171,2,1,2025-12-27T15:00:00Z,1145,1195,1110,1160,1180,1230,1.0,15.0,0.0,0.0,0.0,3.6666666666666665,1.0,15.0,0.0,0.0,0.8,11.6,0.0,0.4472135954999579,0.9375
Kostoulas,FWD,BHA,181,6,4,19,48,7,0,0,0,0,0,-2,0,1,0,0,0,0,0.0,0.0,190,2,2,2025-12-30T19:30:00Z,1145,1195,1110,1160,1180,1230,1.0,10.0,0.0,0.0,0.0,3.3333333333333335,1.0,10.0,0.0,0.0,1.0,12.2,0.0,0.0,0.96875
Kostoulas,FWD,BHA,181,6,4,20,48,70,0,1,1,0,0,18,0,0,0,0,0,5,0.0,0.0,193,2,0,2026-01-03T15:00:00Z,1145,1195,1110,1160,1180,1230,0.6666666666666666,9.666666666666666,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,9.666666666666666,0.0,0.5773502691896258,0.8,11.0,0.0,0.4472135954999579,0.484375
Trafford,GKP,MCI,182,13,1,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,126,3,2,2025-11-29T15:00:00Z,1250,1305,1210,1230,1290,1380,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.666666666666668,0.0,2.6457513110645907,1.6,21.4,0.0,1.9493588689617927,2.7421875
Trafford,GKP,MCI,182,13,1,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,135,4,5,2025-12-02T19:30:00Z,1250,1305,1210,1230,1290,1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trafford,GKP,MCI,182,13,1,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,147,3,0,2025-12-06T15:00:00Z,1250,1305,1210,1230,1290,1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trafford,GKP,MCI,182,13,1,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,155,0,3,2025-12-14T14:00:00Z,1250,1305,1210,1230,1290,1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trafford,GKP,MCI,182,13,1,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,167,3,0,2025-12-20T15:00:00Z,1250,1305,1210,1230,1290,1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trafford,GKP,MCI,182,13,1,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,178,1,2,2025-12-27T12:30:00Z,1255,1350,1210,1300,1300,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trafford,GKP,MCI,182,13,1,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,189,0,0,2026-01-01T20:00:00Z,1255,1350,1210,1300,1300,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trafford,GKP,MCI,182,13,1,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,197,1,1,2026-01-04T17:30:00Z,1255,1350,1210,1300,1300,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weiss,GKP,BUR,183,3,1,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,122,3,1,2025-11-29T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weiss,GKP,BUR,183,3,1,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,134,0,1,2025-12-03T19:30:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weiss,GKP,BUR,183,3,1,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,148,2,1,2025-12-06T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weiss,GKP,BUR,183,3,1,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,153,2,3,2025-12-13T17:30:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weiss,GKP,BUR,183,3,1,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,162,1,1,2025-12-20T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weiss,GKP,BUR,183,3,1,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,173,0,0,2025-12-27T15:00:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weiss,GKP,BUR,183,3,1,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,183,1,3,2025-12-30T19:30:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weiss,GKP,BUR,183,3,1,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,193,2,0,2026-01-03T15:00:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green,GKP,BUR,184,3,1,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,122,3,1,2025-11-29T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green,GKP,BUR,184,3,1,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,134,0,1,2025-12-03T19:30:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green,GKP,BUR,184,3,1,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,148,2,1,2025-12-06T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green,GKP,BUR,184,3,1,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,153,2,3,2025-12-13T17:30:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green,GKP,BUR,184,3,1,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,162,1,1,2025-12-20T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green,GKP,BUR,184,3,1,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,173,0,0,2025-12-27T15:00:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green,GKP,BUR,184,3,1,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,183,1,3,2025-12-30T19:30:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green,GKP,BUR,184,3,1,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,193,2,0,2026-01-03T15:00:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hladký,GKP,BUR,185,3,1,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,122,3,1,2025-11-29T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hladký,GKP,BUR,185,3,1,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,134,0,1,2025-12-03T19:30:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hladký,GKP,BUR,185,3,1,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,148,2,1,2025-12-06T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hladký,GKP,BUR,185,3,1,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,153,2,3,2025-12-13T17:30:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hladký,GKP,BUR,185,3,1,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,162,1,1,2025-12-20T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hladký,GKP,BUR,185,3,1,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,173,0,0,2025-12-27T15:00:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hladký,GKP,BUR,185,3,1,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,183,1,3,2025-12-30T19:30:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hladký,GKP,BUR,185,3,1,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,193,2,0,2026-01-03T15:00:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberts,DEF,BUR,186,3,2,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,122,3,1,2025-11-29T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberts,DEF,BUR,186,3,2,14,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,134,0,1,2025-12-03T19:30:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberts,DEF,BUR,186,3,2,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,148,2,1,2025-12-06T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberts,DEF,BUR,186,3,2,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,153,2,3,2025-12-13T17:30:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberts,DEF,BUR,186,3,2,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,162,1,1,2025-12-20T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberts,DEF,BUR,186,3,2,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,173,0,0,2025-12-27T15:00:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberts,DEF,BUR,186,3,2,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,183,1,3,2025-12-30T19:30:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberts,DEF,BUR,186,3,2,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,193,2,0,2026-01-03T15:00:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walker,DEF,BUR,187,3,2,13,44,90,0,0,0,3,0,10,0,0,0,0,0,3,0.0,0.0,122,3,1,2025-11-29T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walker,DEF,BUR,187,3,2,14,44,90,0,0,0,1,0,6,0,0,0,0,0,2,0.0,0.0,134,0,1,2025-12-03T19:30:00Z,1055,1095,1010,1090,1100,1100,3.0,90.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Walker,DEF,BUR,187,3,2,15,44,90,0,0,0,2,0,-5,0,1,0,0,0,0,0.0,0.0,148,2,1,2025-12-06T15:00:00Z,1055,1095,1010,1090,1100,1100,2.5,90.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Walker,DEF,BUR,187,3,2,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,153,2,3,2025-12-13T17:30:00Z,1055,1095,1010,1090,1100,1100,1.6666666666666667,90.0,0.0,0.0,0.0,3.6666666666666665,1.6666666666666667,90.0,0.0,1.5275252316519465,0.0,0.0,0.0,0.0,1.25
Walker,DEF,BUR,187,3,2,17,44,76,0,0,0,1,0,4,0,0,0,0,0,2,0.0,0.0,162,1,1,2025-12-20T15:00:00Z,1055,1095,1010,1090,1100,1100,0.6666666666666666,60.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,60.0,0.0,1.1547005383792512,0.0,0.0,0.0,0.0,0.625
Walker,DEF,BUR,187,3,2,18,44,90,0,0,1,0,0,18,0,0,0,0,0,6,0.0,0.0,173,0,0,2025-12-27T15:00:00Z,975,1090,910,1090,1040,1090,0.6666666666666666,55.333333333333336,0.0,0.0,0.0,-0.3333333333333333,0.6666666666666666,55.333333333333336,0.0,1.1547005383792512,1.4,69.2,0.0,1.3416407864998738,1.3125
Walker,DEF,BUR,187,3,2,19,44,90,0,0,0,3,0,4,0,1,0,0,0,0,0.0,0.0,183,1,3,2025-12-30T19:30:00Z,975,1090,910,1090,1040,1090,2.6666666666666665,55.333333333333336,0.0,0.0,0.3333333333333333,7.333333333333333,2.6666666666666665,55.333333333333336,0.0,3.0550504633038935,2.0,69.2,0.0,2.449489742783178,3.65625
Walker,DEF,BUR,187,3,2,20,44,90,0,0,0,2,0,-6,0,1,0,0,0,0,0.0,0.0,193,2,0,2026-01-03T15:00:00Z,975,1090,910,1090,1040,1090,2.6666666666666665,85.33333333333333,0.0,0.0,0.3333333333333333,8.666666666666666,2.6666666666666665,85.33333333333333,0.0,3.0550504633038935,1.6,69.2,0.0,2.6076809620810595,1.828125
Delcroix,DEF,BUR,188,3,2,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,122,3,1,2025-11-29T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,0.0,3.4641016151377544,1.6,69.2,0.0,2.6076809620810595,0.9140625
Delcroix,DEF,BUR,188,3,2,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,134,0,1,2025-12-03T19:30:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delcroix,DEF,BUR,188,3,2,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,148,2,1,2025-12-06T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delcroix,DEF,BUR,188,3,2,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,153,2,3,2025-12-13T17:30:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delcroix,DEF,BUR,188,3,2,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,162,1,1,2025-12-20T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delcroix,DEF,BUR,188,3,2,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,173,0,0,2025-12-27T15:00:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delcroix,DEF,BUR,188,3,2,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,183,1,3,2025-12-30T19:30:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delcroix,DEF,BUR,188,3,2,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,193,2,0,2026-01-03T15:00:00Z,975,1090,910,1090,1040,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dodgson,DEF,BUR,189,3,2,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,122,3,1,2025-11-29T15:00:00Z,1055,1095,1010,1090,1100,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
