name,position,team,element,team_id,position_id,GW,value,minutes,goals_scored,assists,clean_sheets,goals_conceded,saves,bps,bonus,yellow_cards,red_cards,penalties_saved,penalties_missed,total_points,was_home,opponent_team,fixture_id,team_h_score,team_a_score,kickoff_time,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away
Adingra,MID,SUN,543,17,3,15,49,18,0,0,0,0,0,2,0,0,0,0,0,1,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Diarra,MID,SUN,544,17,3,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Roberts,MID,SUN,545,17,3,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Aleksić,MID,SUN,546,17,3,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
E.Le Fée,MID,SUN,547,17,3,15,49,90,0,0,0,3,0,16,0,0,0,0,0,2,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Mundle,MID,SUN,548,17,3,15,49,17,0,0,0,0,0,1,0,0,0,0,0,1,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Neil,MID,SUN,549,17,3,15,48,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Poveda,MID,SUN,550,17,3,15,48,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Rigg,MID,SUN,551,17,3,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Sadiki,MID,SUN,552,17,3,15,50,71,0,0,0,3,0,9,0,0,0,0,0,2,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Talbi,MID,SUN,553,17,3,15,49,34,0,0,0,1,0,7,0,0,0,0,0,1,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Ba,MID,SUN,554,17,3,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Browne,MID,SUN,555,17,3,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Ekwah,MID,SUN,556,17,3,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
H.Jones,MID,SUN,557,17,3,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Matete,MID,SUN,558,17,3,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Triantis,MID,SUN,559,17,3,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Isidor,FWD,SUN,560,17,4,15,54,55,0,0,0,2,0,3,0,0,0,0,0,1,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Mayenda,FWD,SUN,561,17,4,15,52,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Abdullahi,FWD,SUN,562,17,4,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Luís Hemir,FWD,SUN,563,17,4,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Rusyn,FWD,SUN,564,17,4,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Vicario,GKP,TOT,565,18,1,15,48,90,0,0,1,0,1,24,0,0,0,0,0,6,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Austin,GKP,TOT,566,18,1,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Kinsky,GKP,TOT,567,18,1,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Pedro Porro,DEF,TOT,568,18,2,15,53,90,0,0,1,0,0,26,0,1,0,0,0,5,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Romero,DEF,TOT,569,18,2,15,50,80,0,0,1,0,0,29,1,1,0,0,0,6,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Danso,DEF,TOT,570,18,2,15,42,9,0,0,0,0,0,2,0,0,0,0,0,1,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Davies,DEF,TOT,571,18,2,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Dragusin,DEF,TOT,572,18,2,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Spence,DEF,TOT,573,18,2,15,43,90,0,0,1,0,0,25,0,0,0,0,0,6,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Udogie,DEF,TOT,574,18,2,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Van de Ven,DEF,TOT,575,18,2,15,45,90,0,0,1,0,0,25,0,0,0,0,0,6,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Phillips,DEF,TOT,576,18,2,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Takai,DEF,TOT,577,18,2,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Vuskovic,DEF,TOT,578,18,2,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Son,MID,TOT,579,18,3,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Johnson,MID,TOT,580,18,3,15,65,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Maddison,MID,TOT,581,18,3,15,68,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Kudus,MID,TOT,582,18,3,15,64,79,0,0,1,0,0,25,0,0,0,0,0,3,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Kulusevski,MID,TOT,583,18,3,15,64,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Tel,MID,TOT,584,18,3,15,62,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Bentancur,MID,TOT,585,18,3,15,53,64,0,0,1,0,0,16,0,0,0,0,0,5,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Bergvall,MID,TOT,586,18,3,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Bissouma,MID,TOT,587,18,3,15,52,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Odobert,MID,TOT,588,18,3,15,53,16,0,0,0,0,0,3,0,0,0,0,0,1,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Solomon,MID,TOT,589,18,3,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Bryan,MID,TOT,590,18,3,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Gray,MID,TOT,591,18,3,15,48,90,0,0,1,0,0,10,0,1,0,0,0,2,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Moore,MID,TOT,592,18,3,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
P.M.Sarr,MID,TOT,593,18,3,15,46,10,0,0,0,0,0,2,0,0,0,0,0,1,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Min-hyeok,MID,TOT,594,18,3,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Olusesi,MID,TOT,595,18,3,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Solanke,FWD,TOT,596,18,4,15,72,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Richarlison,FWD,TOT,597,18,4,15,64,90,1,0,1,0,0,37,2,0,0,0,0,8,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Lankshear,FWD,TOT,598,18,4,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Scarlett,FWD,TOT,599,18,4,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Areola,GKP,WHU,600,19,1,15,43,90,0,0,0,1,4,13,0,0,0,0,0,3,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Foderingham,GKP,WHU,601,19,1,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Hegyi,GKP,WHU,602,19,1,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Diouf,DEF,WHU,603,19,2,15,40,82,0,0,1,0,0,19,0,0,0,0,0,6,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Emerson,DEF,WHU,604,19,2,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Kilman,DEF,WHU,605,19,2,15,42,90,0,0,0,1,0,6,0,0,0,0,0,4,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Mavropanos,DEF,WHU,606,19,2,15,44,90,0,0,0,1,0,9,0,0,0,0,0,4,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
N.Aguerd,DEF,WHU,607,19,2,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Scarles,DEF,WHU,608,19,2,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Todibo,DEF,WHU,609,19,2,15,43,90,0,0,0,1,0,7,0,0,0,0,0,2,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Wan-Bissaka,DEF,WHU,610,19,2,15,42,90,0,0,0,1,0,14,0,0,0,0,0,4,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Casey,DEF,WHU,611,19,2,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
L.Paquetá,MID,WHU,612,19,3,15,59,81,0,0,1,0,0,19,0,0,0,0,0,3,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Souček,MID,WHU,613,19,3,15,57,8,0,0,0,1,0,2,0,0,0,0,0,1,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Ward-Prowse,MID,WHU,614,19,3,15,56,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Summerville,MID,WHU,615,19,3,15,55,71,0,0,1,0,0,0,0,0,0,0,0,3,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Álvarez,MID,WHU,616,19,3,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Cornet,MID,WHU,617,19,3,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
G.Rodriguez,MID,WHU,618,19,3,15,48,63,0,0,1,0,0,5,0,1,0,0,0,2,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
L.Guilherme,MID,WHU,619,19,3,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Earthy,MID,WHU,620,19,3,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Irving,MID,WHU,621,19,3,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Orford,MID,WHU,622,19,3,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Potts,MID,WHU,623,19,3,15,44,26,0,0,0,1,0,3,0,1,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Bowen,FWD,WHU,624,19,4,15,76,90,1,0,0,1,0,36,3,0,0,0,0,9,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Füllkrug,FWD,WHU,625,19,4,15,56,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Marshall,FWD,WHU,626,19,4,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Johnstone,GKP,WOL,627,20,1,15,44,90,0,0,0,4,4,6,0,0,0,0,0,1,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
José Sá,GKP,WOL,628,20,1,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Bentley,GKP,WOL,629,20,1,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
King,GKP,EVE,630,9,1,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,,144,3,0,2025-12-06T15:00:00Z,1100,1130,1110,1130,1090,1130
Agbadou,DEF,WOL,631,20,2,15,43,90,0,0,0,4,0,12,0,0,0,0,0,2,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Doherty,DEF,WOL,632,20,2,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
H.Bueno,DEF,WOL,633,20,2,15,43,20,0,0,0,1,0,-3,0,0,0,0,0,1,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Mosquera,DEF,WOL,634,20,2,15,43,90,0,0,0,4,0,-1,0,1,0,0,0,-1,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
R.Gomes,DEF,WOL,635,20,2,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
S.Bueno,DEF,WOL,636,20,2,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Toti,DEF,WOL,637,20,2,15,42,69,0,0,0,3,0,7,0,0,0,0,0,1,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Hoever,DEF,WOL,638,20,2,15,38,85,0,0,0,4,0,3,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Meupiyou,DEF,WOL,639,20,2,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Pedro Lima,DEF,WOL,640,20,2,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Pond,DEF,WOL,641,20,2,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Hee Chan,MID,WOL,642,20,3,15,56,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
André,MID,WOL,643,20,3,15,53,90,0,0,0,4,0,9,0,0,0,0,0,2,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Bellegarde,MID,WOL,644,20,3,15,52,53,1,0,0,2,0,23,0,0,0,0,0,6,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Fer López,MID,WOL,645,20,3,15,52,36,0,0,0,2,0,2,0,0,0,0,0,1,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Gomes,MID,WOL,646,20,3,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Guedes,MID,WOL,647,20,3,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Munetsi,MID,WOL,648,20,3,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
B.Traore,MID,WOL,649,20,3,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Chirewa,MID,WOL,650,20,3,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Edozie,MID,WOL,651,20,3,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Gonzalez,MID,WOL,652,20,3,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Hodge,MID,WOL,653,20,3,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Strand Larsen,FWD,WOL,654,20,4,15,61,68,0,0,0,3,0,0,0,1,0,0,0,1,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Fábio Silva,FWD,WOL,655,20,4,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Kalajdžić,FWD,WOL,656,20,4,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Chiwome,FWD,WOL,657,20,4,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Fraser,FWD,WOL,658,20,4,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Walker-Peters,DEF,WHU,659,19,2,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Stach,MID,LEE,660,11,3,15,49,90,1,1,0,3,0,46,2,0,0,0,0,12,,,146,3,3,2025-12-06T17:30:00Z,1095,1145,1080,1100,1110,1190
Ekitiké,FWD,LIV,661,12,4,15,90,83,2,0,0,2,0,56,3,0,0,0,0,13,,,146,3,3,2025-12-06T17:30:00Z,1230,1265,1170,1210,1290,1320
Mosquera,DEF,ARS,662,1,2,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,141,2,1,2025-12-06T12:30:00Z,1300,1375,1340,1400,1260,1350
J.Arias,MID,WOL,663,20,3,15,49,69,0,0,0,3,0,9,0,0,0,0,0,2,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Lecomte,GKP,FUL,664,10,1,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,,145,1,2,2025-12-07T16:30:00Z,1090,1130,1080,1140,1100,1120
Perri,GKP,LEE,665,11,1,15,45,90,0,0,0,3,4,9,0,0,0,0,0,2,,,146,3,3,2025-12-06T17:30:00Z,1095,1145,1080,1100,1110,1190
Gyökeres,FWD,ARS,666,1,4,15,88,45,0,0,0,1,0,3,0,0,0,0,0,1,,,141,2,1,2025-12-06T12:30:00Z,1300,1375,1340,1400,1260,1350
Aznou,DEF,EVE,667,9,2,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,,,144,3,0,2025-12-06T15:00:00Z,1100,1130,1110,1130,1090,1130
Xhaka,MID,SUN,668,17,3,15,52,72,0,0,0,3,0,7,0,0,0,0,0,2,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Ndoye,MID,NFO,669,16,3,15,55,45,0,0,0,2,0,8,0,0,0,0,0,1,,,144,3,0,2025-12-06T15:00:00Z,1100,1130,1100,1110,1100,1150
Roefs,GKP,SUN,670,17,1,15,48,90,0,0,0,3,2,3,0,0,0,0,0,1,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Wilson,FWD,WHU,671,19,4,15,58,18,0,1,0,1,0,11,0,0,0,0,0,4,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Hato,DEF,CHE,672,7,2,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,,,142,0,0,2025-12-06T15:00:00Z,1180,1190,1140,1160,1220,1220
J.Palhinha,MID,TOT,673,18,3,15,55,25,0,0,0,0,0,6,0,0,0,0,0,1,,,149,2,0,2025-12-06T15:00:00Z,1165,1175,1130,1150,1200,1200
Ramsdale,GKP,NEW,674,15,1,15,48,90,0,0,0,1,2,13,0,0,0,0,0,2,,,148,2,1,2025-12-06T15:00:00Z,1160,1220,1170,1180,1150,1260
Gunn,GKP,NFO,675,16,1,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,144,3,0,2025-12-06T15:00:00Z,1100,1130,1100,1110,1100,1150
Ugochukwu,MID,BUR,676,3,3,15,50,90,0,0,0,2,0,5,0,0,0,0,0,2,,,148,2,1,2025-12-06T15:00:00Z,1055,1095,1010,1090,1100,1100
Guessand,MID,AVL,677,2,3,15,62,0,0,0,0,0,0,0,0,0,0,0,0,0,,,141,2,1,2025-12-06T12:30:00Z,1145,1185,1150,1170,1140,1200
Masuaku,DEF,SUN,678,17,2,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Hermansen,GKP,WHU,679,19,1,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,143,1,1,2025-12-07T14:00:00Z,1075,1075,1050,1050,1100,1100
Broja,FWD,BUR,680,3,4,15,52,85,0,0,0,2,0,-1,0,0,0,0,0,2,,,148,2,1,2025-12-06T15:00:00Z,1055,1095,1010,1090,1100,1100
Šeško,FWD,MUN,681,14,4,15,72,0,0,0,0,0,0,0,0,0,0,0,0,0,,,150,1,4,2025-12-08T20:00:00Z,1135,1205,1100,1150,1170,1260
Møller Wolfe,DEF,WOL,682,20,2,15,43,90,0,1,0,4,0,1,0,0,0,0,0,3,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
Alderete,DEF,SUN,683,17,2,15,40,90,0,0,0,3,0,-3,0,0,0,0,0,1,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Thiaw,DEF,NEW,684,15,2,15,50,90,0,0,0,1,0,14,0,0,0,0,0,2,,,148,2,1,2025-12-06T15:00:00Z,1160,1220,1170,1180,1150,1260
Diakité,DEF,BOU,685,4,2,15,44,90,0,0,1,0,0,22,0,0,0,0,0,6,,,142,0,0,2025-12-06T15:00:00Z,1150,1220,1100,1240,1200,1200
Ngumoha,MID,LIV,686,12,3,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,,,146,3,3,2025-12-06T17:30:00Z,1230,1265,1170,1210,1290,1320
Rees-Dottin,MID,BOU,687,4,3,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,142,0,0,2025-12-06T15:00:00Z,1150,1220,1100,1240,1200,1200
Wright,GKP,AVL,688,2,1,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,,141,2,1,2025-12-06T12:30:00Z,1145,1185,1150,1170,1140,1200
Seung soo,MID,NEW,689,15,3,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,148,2,1,2025-12-06T15:00:00Z,1160,1220,1170,1180,1150,1260
Cardines,MID,CRY,690,8,3,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,145,1,2,2025-12-07T16:30:00Z,1165,1205,1150,1150,1180,1260
Calvert-Lewin,FWD,LEE,691,11,4,15,58,90,1,0,0,3,0,9,0,0,0,0,0,6,,,146,3,3,2025-12-06T17:30:00Z,1095,1145,1080,1100,1110,1190
Leoni,DEF,LIV,692,12,2,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,146,3,3,2025-12-06T17:30:00Z,1230,1265,1170,1210,1290,1320
Hutchinson,MID,NFO,693,16,3,15,54,90,0,0,0,3,0,1,0,0,0,0,0,2,,,144,3,0,2025-12-06T15:00:00Z,1100,1130,1100,1110,1100,1150
Mukiele,DEF,SUN,694,17,2,15,42,90,0,0,0,3,0,-2,0,0,0,0,0,1,,,147,3,0,2025-12-06T15:00:00Z,1100,1145,1100,1120,1100,1170
Tchatchoua,DEF,WOL,695,20,2,15,45,4,0,0,0,0,0,5,0,0,0,0,0,1,,,150,1,4,2025-12-08T20:00:00Z,1070,1085,1050,1050,1090,1120
