name,position,team,element,team_id,position_id,GW,value,minutes,goals_scored,assists,clean_sheets,goals_conceded,saves,bps,bonus,yellow_cards,red_cards,penalties_saved,penalties_missed,total_points,was_home,opponent_team,fixture_id,team_h_score,team_a_score,kickoff_time,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away
Merino,MID,ARS,17,1,3,3,58,13,0,0,0,0,0,0,0,1,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,5,0,0,0,0
Martinelli,MID,ARS,18,1,3,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,5,0,0,0,0
Zubimendi,MID,ARS,19,1,3,3,54,23,0,0,0,0,0,1,0,0,0,0,0,1,,,29,2,1,2026-09-06T15:30:00Z,4,5,0,0,0,0
Dowman,MID,ARS,20,1,3,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,5,0,0,0,0
Nørgaard,MID,EVE,21,9,3,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,2,2,2026-09-06T13:00:00Z,3,3,0,0,0,0
Nwaneri,MID,ARS,22,1,3,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,5,0,0,0,0
Fábio Vieira,MID,ARS,23,1,3,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,5,0,0,0,0
Nelson,MID,ARS,24,1,3,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,5,0,0,0,0
Gyökeres,FWD,ARS,25,1,4,3,72,12,0,0,0,0,0,2,0,0,0,0,0,1,,,29,2,1,2026-09-06T15:30:00Z,4,5,0,0,0,0
Havertz,FWD,ARS,26,1,4,3,75,77,1,0,0,1,0,38,2,0,0,0,0,8,,,29,2,1,2026-09-06T15:30:00Z,4,5,0,0,0,0
G.Jesus,FWD,ARS,27,1,4,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,5,0,0,0,0
Martinez,GKP,CHE,28,6,1,3,50,90,0,0,0,2,8,26,0,0,0,0,0,3,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
M.Bizot,GKP,AVL,29,2,1,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Digne,DEF,AVL,30,2,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Konsa,DEF,ARS,31,1,2,3,45,90,0,0,0,1,0,15,0,0,0,0,0,4,,,29,2,1,2026-09-06T15:30:00Z,4,5,0,0,0,0
Cash,DEF,AVL,32,2,2,3,45,84,0,0,1,0,0,23,0,0,0,0,0,6,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Mings,DEF,AVL,33,2,2,3,45,90,0,0,1,0,0,28,0,0,0,0,0,6,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Pau,DEF,AVL,34,2,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Bogarde,MID,AVL,35,2,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Maatsen,DEF,AVL,36,2,2,3,45,74,0,0,1,0,0,29,1,0,0,0,0,7,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Lindelöf,DEF,AVL,37,2,2,3,45,90,0,0,1,0,0,28,0,0,0,0,0,6,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
A.García,DEF,AVL,38,2,2,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Nedeljkovic,DEF,AVL,39,2,2,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Rogers,MID,CHE,40,6,3,3,76,86,1,0,0,2,0,22,0,1,0,0,0,6,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Buendía,MID,AVL,41,2,3,3,59,74,0,0,1,0,0,2,0,0,0,0,0,3,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Guessand,MID,CRY,42,8,3,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,2,3,2026-09-05T14:00:00Z,3,3,0,0,0,0
Tielemans,MID,MUN,43,16,3,3,59,90,0,0,0,2,0,17,0,0,0,0,0,2,,,30,2,2,2026-09-06T13:00:00Z,4,4,0,0,0,0
Bailey,MID,AVL,44,2,3,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
McGinn,MID,AVL,45,2,3,3,54,90,0,0,1,0,0,6,0,0,0,0,0,3,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Barkley,MID,AVL,46,2,3,3,50,90,0,0,1,0,0,15,0,0,0,0,0,3,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Kamara,MID,AVL,47,2,3,3,50,90,0,0,1,0,0,20,0,0,0,0,0,3,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Onana,MID,AVL,48,2,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Iling Jr,MID,AVL,49,2,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Burrowes,MID,AVL,50,2,3,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
George Hemmings,MID,AVL,51,2,3,3,45,74,0,0,1,0,0,12,0,0,0,0,0,3,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Alysson,MID,AVL,52,2,3,3,50,15,0,0,0,0,0,3,0,0,0,0,0,1,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Manzambi,MID,AVL,53,2,3,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Gomes,MID,AVL,54,2,3,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Watkins,FWD,AVL,55,2,4,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Abraham,FWD,AVL,56,2,4,3,55,5,0,0,0,0,0,3,0,0,0,0,0,1,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Petrović,GKP,BOU,57,3,1,3,45,90,0,0,0,2,0,0,0,0,0,0,0,1,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Forster,GKP,BOU,58,3,1,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Dennis,GKP,BOU,59,3,1,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Hill,DEF,BOU,60,3,2,3,55,90,0,0,0,2,0,4,0,0,0,0,0,1,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Truffert,DEF,BOU,61,3,2,3,55,90,0,0,0,2,0,-3,0,1,0,0,0,0,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Diakité,DEF,BOU,62,3,2,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Milosavljević,DEF,BOU,63,3,2,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Smith,DEF,BOU,64,3,2,3,45,90,0,0,0,2,0,3,0,1,0,0,0,0,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
J.Araujo,DEF,BOU,65,3,2,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Soler,DEF,BOU,66,3,2,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Rayan,MID,BOU,67,3,3,3,64,88,0,0,0,2,0,8,0,0,0,0,0,2,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Tavernier,MID,BOU,68,3,3,3,60,88,1,0,0,2,0,43,3,0,0,0,0,10,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Scott,MID,BOU,69,3,3,3,61,90,0,2,0,2,0,37,2,0,0,0,0,10,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Kluivert,MID,BOU,70,3,3,3,60,75,0,0,0,1,0,6,0,1,0,0,0,1,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Cook,MID,BOU,71,3,3,3,50,14,0,0,0,1,0,2,0,0,0,0,0,1,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Gannon-Doak,MID,BOU,72,3,3,3,49,1,0,0,0,0,0,3,0,0,0,0,0,1,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Adams,MID,BOU,73,3,3,3,50,75,0,0,0,1,0,15,0,0,0,0,0,4,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Brooks,MID,BOU,74,3,3,3,50,14,0,0,0,1,0,2,0,0,0,0,0,1,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Christie,MID,BOU,75,3,3,3,50,1,0,0,0,0,0,3,0,0,0,0,0,1,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Tóth.A,MID,BOU,76,3,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Adli,MID,BOU,77,3,3,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Kroupi.Jr,MID,BOU,78,3,3,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Evanilson,FWD,BOU,79,3,4,3,60,90,0,0,0,2,0,4,0,0,0,0,0,2,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Enes Ünal,FWD,BOU,80,3,4,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Rodríguez,FWD,BOU,81,3,4,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,2,2,2026-09-05T11:30:00Z,3,3,0,0,0,0
Kelleher,GKP,BRE,82,4,1,3,50,90,0,0,0,1,2,10,0,0,0,0,0,2,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Valdimarsson,GKP,BRE,83,4,1,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Collins,DEF,BRE,84,4,2,3,55,16,0,0,0,0,0,4,0,0,0,0,0,1,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Van den Berg,DEF,BRE,85,4,2,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Lewis-Potter,MID,BRE,86,4,3,3,55,90,0,0,0,1,0,4,0,0,0,0,0,2,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Ajer,DEF,BRE,87,4,2,3,45,90,0,0,0,1,0,8,0,0,0,0,0,2,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Kayode,DEF,BRE,88,4,2,3,46,45,0,0,0,0,0,2,0,0,0,0,0,1,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Henry,DEF,BRE,89,4,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Hickey,DEF,BRE,90,4,2,3,45,45,0,0,0,1,0,0,0,0,0,0,0,1,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Pinnock,DEF,COV,91,7,2,3,45,90,0,0,0,1,0,3,0,1,0,0,0,3,,,26,1,0,2026-09-05T14:00:00Z,2,2,0,0,0,0
Ji-soo,DEF,BRE,92,4,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Schuster,DEF,BRE,93,4,2,3,45,73,0,0,0,1,0,11,0,0,0,0,0,4,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Schade,MID,BRE,94,4,3,3,60,90,0,0,0,1,0,11,0,0,0,0,0,2,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
O.Dango,MID,BRE,95,4,3,3,64,45,0,0,0,0,0,6,0,0,0,0,0,1,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Damsgaard,MID,BRE,96,4,3,3,55,85,0,1,0,1,0,30,3,0,0,0,0,8,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Jensen,MID,BRE,97,4,3,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Janelt,MID,BRE,98,4,3,3,50,90,1,0,0,1,0,30,3,1,0,0,0,11,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Milambo,MID,BRE,99,4,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Carvalho,MID,BRE,100,4,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Henderson,MID,CHE,101,6,3,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Yarmoliuk,MID,BRE,102,4,3,3,49,45,0,0,0,1,0,1,0,1,0,0,0,0,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Dasilva,MID,BRE,103,4,3,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Onyeka,MID,COV,104,7,3,3,49,62,0,0,0,1,0,5,0,0,0,0,0,2,,,26,1,0,2026-09-05T14:00:00Z,2,2,0,0,0,0
Anthony,MID,BRE,105,4,3,3,60,45,0,0,0,1,0,3,0,0,0,0,0,1,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Thiago,FWD,BRE,106,4,4,3,79,90,0,0,0,1,0,9,0,0,0,0,0,2,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Furo,FWD,BRE,107,4,4,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Wilson,FWD,BRE,108,4,4,3,55,4,0,0,0,0,0,2,0,0,0,0,0,1,,,22,1,1,2026-09-05T14:00:00Z,3,3,0,0,0,0
Verbruggen,GKP,BHA,109,5,1,3,45,90,0,0,0,1,3,17,0,0,0,0,0,3,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Rushworth,GKP,COV,110,7,1,3,45,90,0,0,0,1,2,13,0,0,0,0,0,2,,,26,1,0,2026-09-05T14:00:00Z,2,2,0,0,0,0
Steele,GKP,BHA,111,5,1,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Van Hecke,DEF,TOT,112,19,2,3,49,90,0,0,1,0,0,29,2,0,0,0,0,8,,,28,0,0,2026-09-05T14:00:00Z,3,3,0,0,0,0
F.Kadıoğlu,DEF,BHA,113,5,2,3,44,77,0,0,0,1,0,8,0,0,0,0,0,2,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Boscagli,DEF,BHA,114,5,2,3,45,90,0,0,0,1,0,17,0,0,0,0,0,2,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
De Cuyper,DEF,BHA,115,5,2,3,48,76,0,1,0,1,0,17,0,1,0,0,0,4,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Dunk,DEF,BHA,116,5,2,3,45,90,0,0,0,1,0,20,1,0,0,0,0,5,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Coppola,DEF,BHA,117,5,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Igor,DEF,BHA,118,5,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Costinha,DEF,BHA,119,5,2,3,45,12,0,0,0,0,0,7,0,0,0,0,0,1,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Svoboda,DEF,BHA,120,5,2,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Mitoma,MID,BHA,121,5,3,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Minteh,MID,BHA,122,5,3,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Hinshelwood,MID,BHA,123,5,3,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Groß,MID,BHA,124,5,3,3,56,90,0,0,0,1,0,-1,0,1,0,0,0,1,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Georginio,FWD,BHA,125,5,4,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
O'Riley,MID,BHA,126,5,3,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Gomez,MID,BHA,127,5,3,3,50,90,0,0,0,1,0,13,0,0,0,0,0,2,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Buonanotte,MID,BHA,128,5,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Ayari,MID,BHA,129,5,3,3,54,90,0,0,0,1,0,18,0,0,0,0,0,2,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Wieffer,DEF,BHA,130,5,2,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Baleba,MID,MUN,131,16,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,2,2,2026-09-06T13:00:00Z,4,4,0,0,0,0
Howell,MID,BHA,132,5,3,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Watson,MID,BHA,133,5,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Oriola,MID,BHA,134,5,3,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Yohanna,MID,BHA,135,5,3,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Welbeck,FWD,CHE,136,6,4,3,59,3,0,0,0,0,0,3,0,0,0,0,0,1,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Tzimas,FWD,BHA,137,5,4,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Kostoulas,FWD,BHA,138,5,4,3,55,90,0,0,0,1,0,9,0,0,0,0,0,2,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Ferguson,FWD,BHA,139,5,4,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,1,1,2026-09-05T14:00:00Z,2,3,0,0,0,0
Sánchez,GKP,CHE,140,6,1,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Jörgensen,GKP,CHE,141,6,1,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
James,DEF,CHE,142,6,2,3,54,90,0,0,0,2,0,9,0,0,0,0,0,1,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Chalobah,DEF,CHE,143,6,2,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Gusto,DEF,CHE,144,6,2,3,50,30,0,0,0,0,0,4,0,0,0,0,0,1,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Fofana,DEF,CHE,145,6,2,3,50,90,0,0,0,2,0,16,0,0,0,0,0,3,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
B.Badiashile,DEF,CHE,146,6,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Tosin,DEF,TOT,147,19,2,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,0,0,2026-09-05T14:00:00Z,3,3,0,0,0,0
Hato,DEF,CHE,148,6,2,3,45,59,0,1,0,2,0,5,0,0,0,0,0,3,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Colwill,DEF,CHE,149,6,2,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
M.Sarr,DEF,CHE,150,6,2,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Acheampong,DEF,CHE,151,6,2,3,45,90,0,0,0,2,0,-3,0,0,0,0,0,1,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Palestra,DEF,CHE,152,6,2,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Disasi,DEF,CRY,153,8,2,3,45,90,0,0,0,2,0,14,0,0,0,0,0,3,,,24,2,3,2026-09-05T14:00:00Z,3,3,0,0,0,0
Palmer,MID,CHE,154,6,3,3,97,90,0,0,0,2,0,11,0,1,0,0,0,1,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Enzo,MID,MCI,155,15,3,3,69,75,0,0,1,0,0,17,0,0,0,0,0,3,,,26,1,0,2026-09-05T14:00:00Z,4,5,0,0,0,0
Neto,MID,CHE,156,6,3,3,65,80,0,0,0,2,0,10,0,0,0,0,0,2,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Estêvão,MID,CHE,157,6,3,3,64,9,0,0,0,0,0,5,0,0,0,0,0,1,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Gittens,MID,CHE,158,6,3,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Caicedo,MID,CHE,159,6,3,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Garnacho,MID,AVL,160,2,3,3,59,15,0,0,0,0,0,4,0,0,0,0,0,1,,,25,0,0,2026-09-05T16:30:00Z,3,4,0,0,0,0
Lavia,MID,CHE,161,6,3,3,50,59,0,0,0,2,0,7,0,0,0,0,0,1,,,29,2,1,2026-09-06T15:30:00Z,4,4,0,0,0,0
Andrey Santos,MID,MUN,162,16,3,3,49,6,0,0,0,1,0,4,0,0,0,0,0,1,,,30,2,2,2026-09-06T13:00:00Z,4,4,0,0,0,0
